claim_id,claimant_id,vehicle_id,clinic_provider_id,repair_provider_id,attorney_provider_id,incident_type,weather_condition,claim_date,police_report_filed,injuries_count,witnesses_count,claim_amount,claim_status,payout_amount,is_fraud,fraud_ring_id
CM004800,CL003801,VH001374,PR000082,PR000109,,rear_end_collision,clear,2024-04-13,True,1,3,6755.87,paid,6648.49,0,
CM002354,CL001770,VH000532,PR000227,PR000121,,multi_vehicle_pileup,rain,2024-03-13,True,0,0,2411.28,paid,2398.76,0,
CM006354,CL002474,VH001981,PR000152,PR000172,,single_vehicle,clear,2025-09-14,True,0,0,4191.82,denied,0.0,0,
CM008513,CL003780,VH000539,PR000019,PR000071,PR000102,sideswipe,rain,2024-05-21,False,0,0,17828.41,denied,0.0,1,RING003
CM004570,CL002976,VH001802,PR000233,PR000108,,single_vehicle,rain,2023-07-11,True,1,0,2708.64,paid,2512.45,0,
CM000022,CL001433,VH002159,PR000093,PR000132,,parking_lot,clear,2025-12-09,True,0,2,2835.75,paid,2561.25,0,
CM002753,CL002020,VH000664,PR000214,PR000108,,single_vehicle,rain,2024-10-20,False,0,1,12175.67,paid,11055.41,0,
CM000886,CL003489,VH000747,,PR000229,,single_vehicle,clear,2025-03-07,True,0,1,3962.45,paid,3596.78,0,
CM008305,CL003546,VH003654,,PR000180,,rear_end_collision,snow,2025-09-22,True,1,1,2214.38,paid,2203.77,0,
CM000918,CL003295,VH000980,PR000186,PR000243,,single_vehicle,rain,2023-06-09,False,0,0,12145.98,paid,11732.75,0,
CM007533,CL002234,VH002790,PR000068,PR000045,,single_vehicle,snow,2025-12-06,False,0,2,4776.36,paid,4743.73,0,
CM001041,CL001789,VH001047,,PR000067,,single_vehicle,rain,2025-05-18,True,1,0,5130.16,paid,4622.31,0,
CM006336,CL002918,VH003247,PR000048,PR000084,,single_vehicle,clear,2023-12-30,True,0,1,1524.19,under_review,,0,
CM007615,CL000061,VH002581,PR000046,PR000246,,multi_vehicle_pileup,rain,2024-09-29,True,0,1,992.43,under_review,,0,
CM001266,CL003247,VH003377,PR000019,PR000205,,parking_lot,rain,2024-11-18,True,0,0,1363.81,paid,1247.17,0,
CM004580,CL000528,VH002649,PR000059,PR000083,,single_vehicle,clear,2025-06-10,True,0,3,1427.61,paid,1379.94,0,
CM008258,CL000762,VH001697,PR000093,,,single_vehicle,clear,2025-12-22,True,0,1,12232.59,paid,12054.63,0,
CM007060,CL003024,VH003321,PR000104,PR000166,,single_vehicle,snow,2025-02-13,True,1,2,6756.53,paid,6221.9,0,
CM008585,CL000330,VH002401,PR000064,PR000000,,rear_end_collision,clear,2023-07-23,False,0,0,2589.65,partially_paid,1298.14,1,RING005
CM000278,CL003996,VH000982,,,,rear_end_collision,clear,2023-04-05,False,0,0,6732.59,paid,6492.58,0,
CM005085,CL003825,VH003491,PR000153,PR000229,,multi_vehicle_pileup,clear,2023-08-27,True,0,4,2256.07,paid,2075.48,0,
CM002085,CL002447,VH003042,PR000049,PR000202,,sideswipe,clear,2025-02-02,True,0,2,8733.43,under_review,,0,
CM001246,CL001742,VH001946,,PR000138,,multi_vehicle_pileup,clear,2025-11-26,True,0,0,1749.97,paid,1738.39,0,
CM002383,CL002488,VH001116,,,,parking_lot,snow,2023-11-18,False,1,0,4730.45,paid,4617.87,0,
CM000572,CL002599,VH003359,PR000021,PR000243,,parking_lot,clear,2024-02-19,True,1,1,4660.96,paid,4196.25,0,
CM001436,CL002583,VH002798,,PR000178,PR000188,single_vehicle,rain,2023-08-28,False,0,2,11188.21,paid,10115.1,0,
CM003903,CL001346,VH000662,PR000036,PR000055,,multi_vehicle_pileup,clear,2023-01-25,False,0,0,1689.5,paid,1672.58,0,
CM005090,CL001250,VH003906,,PR000183,,multi_vehicle_pileup,clear,2025-10-13,True,1,2,7449.02,paid,7391.54,0,
CM001248,CL002828,VH003510,PR000077,PR000032,,sideswipe,clear,2025-01-05,False,0,3,919.17,paid,883.92,0,
CM007218,CL001617,VH000658,PR000089,,,rear_end_collision,fog,2024-12-21,True,1,3,807.94,denied,0.0,0,
CM004682,CL000095,VH003887,PR000198,PR000075,,single_vehicle,snow,2025-11-08,False,0,2,3367.96,paid,3127.25,0,
CM003527,CL000100,VH003346,PR000125,PR000182,,rear_end_collision,snow,2024-11-07,True,1,1,2765.67,paid,2675.01,0,
CM006558,CL001413,VH000292,,PR000184,,rear_end_collision,clear,2023-12-13,False,0,3,1879.25,denied,0.0,0,
CM002515,CL001883,VH003524,,PR000015,,single_vehicle,rain,2024-08-23,True,0,1,4764.8,paid,4352.81,0,
CM005446,CL002320,VH002842,,PR000080,,sideswipe,rain,2024-05-14,True,0,0,8413.93,paid,7688.06,0,
CM001008,CL002416,VH000110,,,,rear_end_collision,snow,2023-09-29,True,1,0,2152.72,paid,2102.27,0,
CM004771,CL000631,VH003968,PR000216,PR000229,,parking_lot,rain,2025-12-25,True,0,1,693.55,paid,660.4,0,
CM006509,CL001309,VH002956,,PR000024,,multi_vehicle_pileup,fog,2023-08-31,True,1,0,847.22,under_review,,0,
CM007000,CL003079,VH001699,,PR000028,PR000126,single_vehicle,rain,2024-11-11,True,0,0,14553.47,paid,13458.14,0,
CM004544,CL002531,VH003646,,,,single_vehicle,rain,2025-10-12,True,0,1,849.31,paid,845.33,0,
CM007726,CL003082,VH002708,,PR000115,,sideswipe,clear,2023-09-03,True,0,1,3917.85,paid,3855.29,0,
CM007534,CL003725,VH002953,PR000017,PR000050,,single_vehicle,clear,2024-01-03,False,0,3,5231.91,under_review,,0,
CM004456,CL003173,VH001552,,,,single_vehicle,snow,2023-12-27,True,1,0,1529.85,paid,1414.47,0,
CM002065,CL000155,VH000324,,PR000045,,rear_end_collision,clear,2023-12-06,True,0,1,1766.6,paid,1743.65,0,
CM005353,CL003327,VH000929,,PR000027,,multi_vehicle_pileup,clear,2024-07-18,True,0,1,1994.9,paid,1939.55,0,
CM007582,CL003648,VH001660,PR000190,PR000143,,sideswipe,rain,2024-02-03,True,1,0,8227.86,under_review,,0,
CM001691,CL001944,VH000659,PR000189,PR000178,,parking_lot,clear,2024-06-12,True,0,0,4625.76,paid,4605.65,0,
CM003118,CL000288,VH003376,PR000192,,,sideswipe,clear,2024-08-18,True,1,1,7228.16,paid,7162.44,0,
CM008480,CL000455,VH001725,PR000248,PR000124,PR000020,sideswipe,clear,2025-07-06,True,1,1,2029.97,paid,2008.51,1,RING002
CM005344,CL000736,VH002874,,PR000210,,sideswipe,clear,2023-12-25,True,1,0,1034.28,under_review,,0,
CM001986,CL003329,VH003876,,PR000197,,parking_lot,clear,2023-03-10,False,0,0,1175.34,paid,1170.51,0,
CM000295,CL001176,VH000094,,,,parking_lot,clear,2023-06-14,False,0,1,1653.18,paid,1539.22,0,
CM001548,CL001287,VH003006,,,,multi_vehicle_pileup,rain,2023-06-14,True,1,1,3431.62,paid,3331.13,0,
CM002013,CL001053,VH000383,,PR000154,,parking_lot,snow,2025-11-02,False,2,1,878.56,paid,871.32,0,
CM000589,CL003052,VH002010,PR000114,PR000045,PR000147,multi_vehicle_pileup,clear,2024-08-17,True,0,1,8977.79,paid,8522.88,0,
CM003330,CL000691,VH000040,,,,parking_lot,clear,2024-02-02,True,0,1,7500.34,paid,6821.02,0,
CM002404,CL002656,VH001016,,PR000097,,multi_vehicle_pileup,clear,2023-12-05,True,0,1,4518.81,paid,4418.97,0,
CM002130,CL000866,VH003211,,PR000173,,rear_end_collision,rain,2023-06-01,True,1,0,2618.08,paid,2597.83,0,
CM003999,CL001993,VH003188,PR000078,PR000012,PR000102,single_vehicle,rain,2023-04-27,False,0,0,3031.72,paid,2869.27,0,
CM001575,CL000952,VH000901,PR000234,,,parking_lot,clear,2023-08-20,True,1,2,3911.01,paid,3719.33,0,
CM003742,CL002838,VH003866,PR000233,PR000180,,rear_end_collision,clear,2025-07-22,False,0,1,2237.2,paid,2182.93,0,
CM003509,CL001359,VH000487,PR000112,PR000220,PR000126,single_vehicle,clear,2023-04-17,True,0,2,1855.11,paid,1735.92,0,
CM008216,CL002405,VH000379,PR000073,,,single_vehicle,rain,2024-12-10,True,1,0,5208.84,paid,4859.25,0,
CM002720,CL002483,VH001124,PR000004,,,multi_vehicle_pileup,clear,2023-10-24,False,0,2,1328.36,paid,1246.93,0,
CM004522,CL000355,VH003750,,PR000183,,single_vehicle,rain,2024-09-21,True,0,2,434.75,paid,420.45,0,
CM006679,CL000602,VH000281,PR000231,PR000220,,multi_vehicle_pileup,snow,2025-11-06,True,0,1,5072.65,paid,4567.71,0,
CM005151,CL003127,VH000379,,PR000194,PR000102,sideswipe,fog,2025-11-24,True,0,0,4314.81,paid,3896.16,0,
CM002809,CL003493,VH000072,PR000189,PR000018,,single_vehicle,snow,2024-03-16,False,0,0,2954.03,paid,2877.25,0,
CM008502,CL002366,VH000769,PR000019,PR000071,PR000102,rear_end_collision,fog,2024-05-05,False,2,0,8758.52,denied,0.0,1,RING003
CM000557,CL002000,VH001628,PR000017,PR000209,,rear_end_collision,rain,2024-01-04,True,1,0,6152.35,paid,5914.87,0,
CM006277,CL002186,VH003110,PR000022,PR000197,,multi_vehicle_pileup,clear,2025-12-10,True,2,2,3639.13,denied,0.0,0,
CM007710,CL002665,VH003123,,PR000099,PR000232,single_vehicle,fog,2025-01-16,True,1,2,3759.45,paid,3415.37,0,
CM004796,CL001129,VH000218,,,,rear_end_collision,clear,2025-10-27,False,0,0,4721.68,paid,4334.44,0,
CM002470,CL002023,VH003256,PR000127,PR000145,,parking_lot,clear,2024-08-18,True,0,0,5123.74,under_review,,0,
CM003739,CL003444,VH002618,,,,parking_lot,clear,2025-04-07,True,0,1,6611.86,paid,6063.81,0,
CM004287,CL001166,VH002367,,PR000132,,single_vehicle,clear,2024-06-10,True,0,1,5161.92,under_review,,0,
CM007899,CL002671,VH000253,,PR000052,,multi_vehicle_pileup,rain,2023-06-16,False,0,0,2756.48,paid,2585.6,0,
CM005290,CL001700,VH003955,,PR000132,,single_vehicle,snow,2025-12-13,True,0,1,2041.34,paid,1905.11,0,
CM001717,CL001943,VH000136,PR000008,PR000083,,parking_lot,clear,2023-01-13,True,0,1,2888.27,paid,2683.08,0,
CM002605,CL003355,VH001177,PR000112,PR000209,,single_vehicle,clear,2024-08-12,True,1,1,2471.1,paid,2305.39,0,
CM007914,CL001855,VH002368,PR000192,PR000209,,multi_vehicle_pileup,clear,2025-11-26,True,0,1,1386.5,under_review,,0,
CM006925,CL001950,VH002451,PR000129,PR000225,,rear_end_collision,snow,2024-05-17,True,0,1,2049.35,under_review,,0,
CM001705,CL001187,VH002210,PR000164,PR000110,,multi_vehicle_pileup,snow,2024-12-11,True,0,0,9584.76,paid,9075.29,0,
CM006960,CL003861,VH001841,PR000206,,,rear_end_collision,clear,2023-11-18,True,0,1,4233.25,paid,4225.66,0,
CM006715,CL001033,VH000982,PR000238,PR000069,PR000130,sideswipe,clear,2024-07-20,True,1,1,4306.05,paid,4297.04,0,
CM006497,CL001442,VH001280,,,,sideswipe,clear,2024-01-29,True,0,0,2952.24,paid,2919.53,0,
CM002140,CL000567,VH001717,,PR000050,,single_vehicle,clear,2024-08-28,True,0,0,8533.94,paid,8230.07,0,
CM003240,CL000481,VH003971,PR000235,PR000191,,sideswipe,rain,2025-02-26,True,0,1,4318.16,paid,3920.62,0,
CM002384,CL000912,VH002013,,PR000211,,parking_lot,clear,2025-12-19,True,0,0,2417.55,paid,2187.28,0,
CM004312,CL000183,VH000860,PR000167,PR000075,,sideswipe,snow,2025-07-21,True,0,0,2567.9,paid,2386.73,0,
CM001286,CL001248,VH000345,,PR000245,,sideswipe,rain,2024-06-02,False,1,1,1905.68,under_review,,0,
CM008164,CL001161,VH000978,PR000239,PR000224,,single_vehicle,snow,2023-04-26,True,0,2,3715.65,paid,3392.01,0,
CM007611,CL001707,VH001540,PR000093,PR000163,,multi_vehicle_pileup,clear,2025-06-18,True,1,2,1544.57,paid,1492.78,0,
CM001997,CL003099,VH001968,,PR000069,,parking_lot,clear,2025-12-19,True,0,1,5602.64,paid,5602.25,0,
CM003931,CL000245,VH000122,,PR000161,,single_vehicle,fog,2024-09-10,False,0,0,4369.06,paid,4035.26,0,
CM006184,CL000307,VH003542,,PR000024,,single_vehicle,clear,2024-09-19,False,0,0,2847.07,paid,2601.2,0,
CM005986,CL000118,VH002253,PR000019,PR000210,,rear_end_collision,clear,2025-03-12,True,0,0,4785.29,paid,4346.53,0,
CM007280,CL003723,VH000464,,,,sideswipe,clear,2023-11-04,True,1,2,7409.66,under_review,,0,
CM001592,CL002227,VH002165,PR000085,PR000058,,single_vehicle,clear,2023-02-15,True,0,3,6520.1,paid,6518.1,0,
CM008635,CL000035,VH000521,PR000046,PR000201,PR000230,sideswipe,clear,2025-02-18,False,0,1,5031.33,partially_paid,2869.29,1,RING008
CM008372,CL002369,VH003179,PR000192,PR000134,,multi_vehicle_pileup,clear,2024-12-22,True,0,1,1850.95,paid,1739.22,0,
CM002163,CL000217,VH001778,,PR000027,,rear_end_collision,clear,2023-08-21,True,0,1,1888.64,paid,1832.4,0,
CM002397,CL002559,VH000500,,PR000092,,multi_vehicle_pileup,snow,2025-08-17,True,1,1,2934.81,under_review,,0,
CM000318,CL001410,VH002757,,PR000084,,multi_vehicle_pileup,rain,2024-10-23,False,0,1,2053.84,paid,2025.88,0,
CM006368,CL003444,VH001054,PR000056,PR000111,,multi_vehicle_pileup,clear,2025-04-27,False,0,0,3551.08,paid,3413.9,0,
CM008422,CL000132,VH002718,PR000114,PR000013,PR000030,parking_lot,fog,2024-03-27,True,0,0,6192.43,denied,0.0,1,RING000
CM003112,CL003468,VH002592,,PR000201,,sideswipe,clear,2025-06-13,True,1,1,4612.12,paid,4405.73,0,
CM005234,CL001645,VH001883,,,PR000020,rear_end_collision,snow,2023-05-28,False,1,2,3819.19,paid,3449.76,0,
CM007984,CL001235,VH002200,PR000235,PR000183,,parking_lot,clear,2025-03-05,True,1,1,5060.86,paid,4823.64,0,
CM005069,CL002285,VH000859,PR000235,,,parking_lot,clear,2025-05-12,True,0,1,2693.17,paid,2557.44,0,
CM004037,CL002660,VH000291,,PR000203,,single_vehicle,rain,2025-12-21,True,0,0,6328.34,paid,5724.38,0,
CM000796,CL002962,VH000618,PR000031,PR000009,,multi_vehicle_pileup,snow,2025-10-31,False,0,0,5231.25,paid,5207.45,0,
CM003021,CL001000,VH001833,PR000098,,,rear_end_collision,clear,2024-01-05,True,1,0,3484.43,paid,3467.03,0,
CM001712,CL002950,VH001911,,,,rear_end_collision,clear,2023-10-06,True,0,1,777.71,paid,777.21,0,
CM003388,CL000539,VH000462,PR000216,PR000071,,parking_lot,rain,2024-02-21,True,0,1,20344.75,paid,19810.87,0,
CM000037,CL001837,VH000605,,PR000045,,parking_lot,clear,2025-11-24,True,0,0,6073.76,paid,5695.82,0,
CM004550,CL000328,VH003709,PR000093,,,sideswipe,clear,2024-07-12,True,0,0,8587.41,paid,8460.27,0,
CM000914,CL002639,VH002718,PR000208,,,single_vehicle,rain,2025-11-19,True,0,1,2908.05,denied,0.0,0,
CM005722,CL003898,VH000479,PR000014,PR000099,,rear_end_collision,snow,2025-05-14,True,0,1,579.35,paid,548.43,0,
CM005296,CL003868,VH002052,PR000219,PR000138,,parking_lot,clear,2024-04-08,True,0,1,3821.8,under_review,,0,
CM003973,CL000308,VH002798,,PR000092,,multi_vehicle_pileup,clear,2025-07-27,False,0,2,3052.26,paid,2867.9,0,
CM005371,CL002435,VH002431,,PR000154,,multi_vehicle_pileup,rain,2023-09-01,True,1,0,2768.6,paid,2641.6,0,
CM006472,CL003999,VH001165,PR000033,PR000040,,multi_vehicle_pileup,clear,2023-09-16,True,0,1,1688.96,paid,1548.58,0,
CM004134,CL001166,VH000603,PR000127,,,parking_lot,clear,2024-07-14,False,0,1,6633.73,paid,6176.17,0,
CM000975,CL003632,VH000392,PR000144,PR000097,,parking_lot,clear,2024-08-24,True,0,0,4512.73,paid,4437.16,0,
CM007292,CL003130,VH000409,PR000046,,PR000100,rear_end_collision,snow,2023-05-18,True,0,0,3774.5,paid,3517.52,0,
CM000984,CL003793,VH002568,,PR000150,,multi_vehicle_pileup,clear,2025-04-13,True,0,2,4958.78,paid,4857.69,0,
CM007836,CL000201,VH002912,,PR000209,,sideswipe,snow,2023-12-21,True,1,1,6901.93,paid,6744.39,0,
CM001419,CL002807,VH000377,PR000065,PR000228,PR000141,rear_end_collision,clear,2023-06-13,True,0,0,4994.86,paid,4519.78,0,
CM001561,CL001089,VH003521,PR000023,PR000133,,single_vehicle,clear,2024-09-29,False,0,0,4440.61,paid,4076.59,0,
CM004136,CL000628,VH003135,PR000089,PR000058,,sideswipe,clear,2024-06-03,True,0,0,3497.99,paid,3154.54,0,
CM005583,CL000454,VH003228,PR000158,PR000111,,multi_vehicle_pileup,clear,2025-11-17,True,0,2,12184.29,paid,10983.91,0,
CM007656,CL001090,VH002131,PR000236,,,multi_vehicle_pileup,rain,2023-11-26,True,0,1,4831.46,paid,4445.57,0,
CM004266,CL003336,VH003381,PR000070,PR000169,,rear_end_collision,fog,2023-05-02,False,0,0,941.82,paid,887.64,0,
CM001356,CL000625,VH001653,,PR000062,,multi_vehicle_pileup,clear,2023-02-22,True,0,0,4082.18,paid,3695.14,0,
CM008297,CL001660,VH001403,,PR000028,,single_vehicle,clear,2023-05-02,True,0,0,1884.45,paid,1787.21,0,
CM005017,CL002452,VH003223,PR000081,PR000071,,rear_end_collision,fog,2024-05-05,True,0,0,2697.42,paid,2463.57,0,
CM008680,CL002440,VH000301,PR000104,PR000075,PR000188,single_vehicle,clear,2025-10-11,False,0,1,13336.1,denied,0.0,1,RING010
CM000988,CL003398,VH002408,PR000171,PR000218,,sideswipe,clear,2025-01-16,True,0,0,3907.92,paid,3731.97,0,
CM002683,CL001216,VH003405,,PR000060,,sideswipe,clear,2024-02-01,False,1,1,4500.05,denied,0.0,0,
CM005048,CL000954,VH003309,PR000089,PR000067,,single_vehicle,clear,2023-05-19,False,0,0,6542.42,paid,6462.65,0,
CM001641,CL003221,VH002636,PR000144,PR000058,,sideswipe,clear,2025-01-13,True,1,0,4130.81,paid,3924.59,0,
CM001291,CL001116,VH002793,,,PR000016,multi_vehicle_pileup,clear,2023-04-08,True,1,2,5236.06,paid,5068.34,0,
CM003682,CL001377,VH002598,,PR000084,,sideswipe,rain,2025-09-20,True,0,1,1530.71,under_review,,0,
CM001381,CL003750,VH001972,,PR000123,,multi_vehicle_pileup,rain,2024-04-10,True,0,2,4447.35,paid,4037.41,0,
CM001934,CL000686,VH001214,,PR000132,,parking_lot,clear,2025-06-28,False,1,1,8168.24,paid,8120.09,0,
CM004676,CL003480,VH002942,,PR000207,,parking_lot,clear,2025-12-21,True,2,2,1533.04,paid,1433.73,0,
CM008071,CL001664,VH001810,PR000120,PR000142,,parking_lot,clear,2024-03-30,True,0,1,10170.86,denied,0.0,0,
CM003161,CL000246,VH001281,PR000216,,PR000007,parking_lot,clear,2024-03-27,False,0,0,560.91,paid,540.91,0,
CM002031,CL002542,VH001701,,,,sideswipe,rain,2025-05-09,True,0,1,4637.0,under_review,,0,
CM000893,CL002964,VH002299,PR000239,PR000209,PR000147,multi_vehicle_pileup,clear,2023-05-08,True,1,1,3043.23,paid,2896.72,0,
CM007288,CL001712,VH002319,PR000119,PR000058,,multi_vehicle_pileup,clear,2023-07-13,True,1,1,2664.04,paid,2421.88,0,
CM004877,CL000014,VH003376,PR000158,PR000024,,parking_lot,rain,2023-02-05,False,1,0,4404.15,paid,4056.44,0,
CM004070,CL003961,VH003919,PR000046,PR000045,,parking_lot,fog,2023-01-14,True,1,0,1153.43,paid,1096.88,0,
CM004256,CL002679,VH003703,PR000233,PR000169,PR000130,sideswipe,clear,2024-12-12,True,0,0,2719.49,denied,0.0,0,
CM000003,CL002478,VH003768,PR000022,,,multi_vehicle_pileup,fog,2025-02-25,True,0,0,3761.63,paid,3519.79,0,
CM007949,CL003432,VH003139,,PR000099,,sideswipe,rain,2023-08-05,True,0,0,3437.36,paid,3336.28,0,
CM008364,CL001137,VH002271,,PR000097,,rear_end_collision,snow,2023-05-14,True,0,1,2263.08,paid,2095.02,0,
CM002110,CL000395,VH001218,,PR000032,,parking_lot,clear,2025-01-29,True,0,0,6218.83,paid,5901.43,0,
CM000850,CL000696,VH001046,,PR000218,,sideswipe,clear,2024-07-19,False,1,2,6548.67,paid,6113.59,0,
CM002738,CL000119,VH001123,PR000249,PR000245,,multi_vehicle_pileup,rain,2023-10-11,False,0,1,1677.09,paid,1534.17,0,
CM002467,CL001764,VH002700,,PR000032,,sideswipe,clear,2025-12-12,True,0,0,2578.77,paid,2470.57,0,
CM001915,CL000583,VH003244,PR000022,PR000132,,single_vehicle,rain,2023-09-04,False,0,1,1759.3,paid,1585.5,0,
CM001597,CL002723,VH003216,,PR000092,,parking_lot,clear,2025-03-20,True,0,0,2347.62,paid,2245.43,0,
CM005873,CL000403,VH000008,,PR000040,,parking_lot,clear,2024-05-30,True,1,2,2998.66,paid,2937.79,0,
CM001914,CL002470,VH002206,PR000112,PR000028,,single_vehicle,clear,2023-11-20,True,0,0,7899.71,under_review,,0,
CM005140,CL002124,VH002042,,PR000027,,parking_lot,fog,2024-04-09,True,0,2,3277.78,paid,3177.57,0,
CM008650,CL001318,VH000847,PR000046,PR000201,PR000230,sideswipe,clear,2025-01-31,False,1,1,935.61,denied,0.0,1,RING008
CM005641,CL003879,VH003834,PR000078,PR000027,PR000147,rear_end_collision,clear,2023-12-25,True,0,0,4781.74,paid,4309.08,0,
CM002737,CL003285,VH001821,,PR000166,,parking_lot,snow,2023-11-24,True,0,1,6426.87,paid,6359.45,0,
CM000727,CL002197,VH003593,PR000223,,,multi_vehicle_pileup,clear,2024-03-07,True,0,1,1689.76,paid,1655.58,0,
CM007215,CL000094,VH001992,,PR000131,,parking_lot,snow,2024-06-03,True,1,2,1226.29,paid,1134.8,0,
CM000054,CL000532,VH000564,,PR000181,,multi_vehicle_pileup,rain,2025-09-05,True,0,2,1888.42,paid,1733.48,0,
CM001797,CL000747,VH000666,,PR000204,,sideswipe,fog,2023-06-18,False,0,0,1063.15,under_review,,0,
CM003846,CL001745,VH001671,PR000153,PR000150,,single_vehicle,clear,2025-05-03,False,0,2,1105.91,paid,1094.06,0,
CM006008,CL001266,VH003073,,PR000180,,rear_end_collision,rain,2025-09-12,True,0,2,3617.05,under_review,,0,
CM008089,CL000320,VH003966,,,,rear_end_collision,snow,2025-03-15,True,0,1,4241.17,paid,4176.12,0,
CM002554,CL002091,VH000115,PR000190,PR000038,,rear_end_collision,fog,2025-01-30,True,0,2,2244.85,paid,2177.68,0,
CM002801,CL003312,VH003365,,,,parking_lot,snow,2024-01-13,True,0,2,2495.92,under_review,,0,
CM000937,CL000094,VH001158,,PR000032,,sideswipe,clear,2025-09-25,False,0,0,7148.9,paid,7021.02,0,
CM007912,CL001010,VH002016,,PR000132,,multi_vehicle_pileup,snow,2024-08-21,True,0,0,2058.28,paid,1924.36,0,
CM000825,CL001590,VH000787,PR000158,PR000224,,parking_lot,clear,2025-10-31,True,0,0,7066.89,paid,6431.41,0,
CM004322,CL003699,VH002124,,PR000117,PR000155,rear_end_collision,clear,2025-09-01,True,0,0,7003.84,under_review,,0,
CM007275,CL000314,VH003590,PR000023,PR000211,,rear_end_collision,snow,2025-05-25,True,1,1,3164.81,under_review,,0,
CM003402,CL003356,VH002093,PR000129,PR000199,,sideswipe,snow,2023-03-19,False,0,1,5147.55,paid,5076.65,0,
CM001390,CL001307,VH001847,,,PR000030,multi_vehicle_pileup,clear,2024-01-02,True,0,0,2272.29,paid,2266.46,0,
CM003565,CL000854,VH002227,,PR000221,,multi_vehicle_pileup,clear,2024-04-18,True,0,3,455.1,paid,437.41,0,
CM000885,CL001157,VH002715,PR000002,PR000163,,sideswipe,clear,2023-04-08,True,0,0,3336.85,paid,3056.9,0,
CM005430,CL002473,VH003107,PR000021,PR000091,,rear_end_collision,clear,2025-08-21,True,0,1,3779.02,paid,3499.51,0,
CM005704,CL000974,VH000608,PR000119,PR000145,,sideswipe,clear,2025-01-01,True,0,0,5553.21,paid,5180.24,0,
CM005691,CL003322,VH002009,PR000164,PR000018,,single_vehicle,clear,2025-07-26,True,0,3,1157.24,paid,1050.16,0,
CM004868,CL001241,VH003150,PR000063,PR000202,,rear_end_collision,rain,2025-08-23,True,0,1,7741.48,paid,7184.48,0,
CM006708,CL003485,VH003438,,PR000203,,multi_vehicle_pileup,rain,2025-01-07,True,0,0,548.57,paid,532.93,0,
CM007625,CL003944,VH002745,PR000223,PR000092,,single_vehicle,fog,2025-05-21,False,0,0,7716.83,paid,7048.33,0,
CM006370,CL000175,VH000014,PR000093,PR000047,,rear_end_collision,clear,2025-09-08,True,0,2,2525.16,under_review,,0,
CM001869,CL002729,VH000180,PR000070,PR000069,,rear_end_collision,clear,2024-11-25,True,0,1,863.04,paid,855.05,0,
CM005182,CL001135,VH000860,PR000022,PR000133,,single_vehicle,clear,2023-10-13,False,0,1,4443.22,paid,4048.57,0,
CM000011,CL001314,VH001474,,PR000123,,sideswipe,snow,2023-03-11,True,1,1,4133.11,paid,3846.5,0,
CM003416,CL000012,VH000064,,PR000097,,parking_lot,snow,2025-05-05,True,0,1,2337.67,paid,2265.22,0,
CM005422,CL000262,VH001793,,PR000169,,multi_vehicle_pileup,clear,2024-06-23,True,0,1,3640.63,paid,3620.76,0,
CM001464,CL002701,VH001299,,PR000069,,single_vehicle,fog,2024-07-16,True,0,0,2185.53,paid,2143.65,0,
CM000807,CL001408,VH003158,,PR000071,,parking_lot,rain,2025-06-03,False,1,1,1250.12,paid,1180.08,0,
CM007827,CL002427,VH001067,,PR000160,,single_vehicle,fog,2023-12-07,True,0,0,4087.84,paid,3996.97,0,
CM008028,CL001830,VH000716,,,,single_vehicle,fog,2024-06-12,True,0,1,2485.5,paid,2458.11,0,
CM004069,CL001902,VH003252,,PR000015,,multi_vehicle_pileup,clear,2025-10-05,True,0,1,2568.2,paid,2528.36,0,
CM002109,CL003204,VH001256,,PR000012,PR000139,rear_end_collision,rain,2023-01-03,True,1,1,4279.28,paid,4057.39,0,
CM008096,CL003750,VH000384,,PR000207,,rear_end_collision,snow,2023-08-20,True,0,1,4869.43,paid,4560.82,0,
CM002042,CL001595,VH001086,,PR000045,,single_vehicle,snow,2024-12-03,True,0,1,3404.03,paid,3375.91,0,
CM002235,CL002825,VH000731,,PR000205,,sideswipe,clear,2025-11-29,True,0,0,5111.9,paid,4912.65,0,
CM007308,CL001564,VH003762,PR000192,PR000165,,single_vehicle,fog,2024-03-24,True,0,1,1022.53,denied,0.0,0,
CM000964,CL001170,VH002003,,PR000055,PR000053,sideswipe,clear,2025-05-05,True,1,1,1895.34,paid,1781.15,0,
CM007528,CL001223,VH002883,PR000081,PR000071,,rear_end_collision,snow,2025-11-13,True,0,1,3149.01,paid,3001.3,0,
CM004495,CL002273,VH001397,PR000148,PR000091,PR000141,multi_vehicle_pileup,rain,2024-03-02,True,0,1,2086.22,paid,1996.01,0,
CM002633,CL000378,VH001393,,PR000071,,sideswipe,fog,2024-04-19,True,1,1,1491.79,denied,0.0,0,
CM006095,CL001445,VH002225,,PR000108,,multi_vehicle_pileup,clear,2025-03-19,True,1,2,1460.95,paid,1416.8,0,
CM007093,CL002825,VH000531,,PR000174,,rear_end_collision,clear,2023-09-26,True,0,0,3145.27,paid,3129.92,0,
CM000705,CL003715,VH000324,PR000026,PR000099,,single_vehicle,snow,2025-06-08,True,0,1,3438.1,paid,3278.87,0,
CM000432,CL002617,VH003107,PR000227,,,sideswipe,clear,2025-10-19,False,1,0,5147.17,paid,4646.46,0,
