vehicle_id,make,model,model_year,vehicle_type,fuel_type,market_value,vin_hash
VH002950,Honda,Pilot,2022,suv,gasoline,20497.39,wa48768858Tf500990
VH002951,Ford,Escape,2018,suv,gasoline,8847.05,BM20537511ij996093
VH002952,Chevrolet,Silverado,2013,truck,gasoline,6004.4,jA75137515sR879224
VH002953,BMW,7 Series,2021,sedan,gasoline,45925.21,zw49779966Qc518432
VH002954,Toyota,Corolla,2020,sedan,gasoline,10290.3,eW27920374Ho767860
VH002955,Nissan,Pathfinder,2016,suv,gasoline,10194.8,GY55075162YW611664
VH002956,Toyota,RAV4,2018,suv,gasoline,10716.38,kl43080046AL123046
VH002957,BMW,X5,2019,suv,gasoline,23910.14,pZ08682713ig049107
VH002958,Honda,Pilot,2009,suv,gasoline,4800.0,Uk29254153vy400969
VH002959,Honda,Accord,2012,sedan,gasoline,4502.87,Hx39045393Ue648737
VH002960,Chevrolet,Equinox,2023,suv,gasoline,18746.2,ab88755373PN374690
VH002961,Chevrolet,Equinox,2013,suv,gasoline,4193.46,zP27926543HK418472
VH002962,Honda,Civic,2023,sedan,gasoline,14121.48,MF81487665BN708644
VH002963,BMW,X3,2020,suv,gasoline,23005.38,vP74579509Br171079
VH002964,Ford,Focus,2015,sedan,gasoline,4747.59,SZ78997315ec250479
VH002965,Nissan,Frontier,2011,truck,gasoline,4544.78,nU87129687jC974814
VH002966,Chevrolet,Tahoe,2014,suv,gasoline,8634.97,Oy42008846dV313963
VH002967,Hyundai,Santa Fe,2008,suv,gasoline,3960.0,qq57411961Lp199058
VH002968,Kia,Forte,2009,sedan,hybrid,2520.0,Mw05173802yx819174
VH002969,Nissan,Sentra,2012,sedan,gasoline,3038.84,VE76961992wX014003
VH002970,Honda,Pilot,2012,suv,gasoline,6181.63,SM79077554sT673309
VH002971,BMW,3 Series,2014,sedan,hybrid,9266.55,VP03841252uN631585
VH002972,Hyundai,Tucson,2024,suv,gasoline,19113.85,Mm46424947BY477225
VH002973,Nissan,Sentra,2012,sedan,gasoline,2906.9,Je79426649KK987545
VH002974,Nissan,Rogue,2020,suv,hybrid,13361.16,Ta00194167Oj557031
VH002975,Toyota,Camry,2015,sedan,gasoline,6619.51,CR25217820GX829407
VH002976,Ford,Focus,2018,sedan,gasoline,6441.12,nq37502677pD995940
VH002977,BMW,X3,2014,suv,gasoline,7788.39,Ri74523544Ns889503
VH002978,Hyundai,Tucson,2013,suv,hybrid,5197.3,Il19996019sL106871
VH002979,Ford,F-150,2021,truck,electric,21778.35,Mz08325322KM447001
VH002980,Toyota,Camry,2014,sedan,hybrid,5521.85,UQ07921427dL074235
VH002981,Honda,Odyssey,2010,minivan,gasoline,4458.02,VY28207394ZB103891
VH002982,Kia,Soul,2020,suv,hybrid,7548.52,Rg84900116Yp514650
VH002983,Honda,Accord,2022,sedan,electric,14652.56,KP96517124Ht084742
VH002984,Chevrolet,Equinox,2014,suv,gasoline,5538.66,XK24522408ls038064
VH002985,Hyundai,Sonata,2016,sedan,gasoline,7297.76,pN73669765Qq186263
VH002986,Honda,Civic,2009,sedan,gasoline,2880.0,ce45525391KW899025
VH002987,BMW,3 Series,2017,sedan,hybrid,12584.39,Qk01815804bn726784
VH002988,Nissan,Pathfinder,2013,suv,gasoline,5241.01,rQ91368733Ue641752
VH002989,Toyota,Camry,2020,sedan,hybrid,12438.76,cs19675958ai416056
VH002990,Kia,Sportage,2024,suv,hybrid,23421.19,Bs80999725cV615186
VH002991,Ford,Focus,2014,sedan,gasoline,4517.14,eD37864842IN224669
VH002992,Hyundai,Tucson,2022,suv,gasoline,16198.84,JW58981522cw064000
VH002993,Ford,F-150,2018,truck,electric,15564.36,OT39927949az065068
VH002994,Honda,Accord,2021,sedan,gasoline,13364.05,zl22962640yi404387
VH002995,Nissan,Pathfinder,2010,suv,gasoline,4320.0,CT59672776mj791514
VH002996,Ford,Escape,2021,suv,gasoline,13252.88,vD95755085sz164729
VH002997,Nissan,Altima,2015,sedan,gasoline,5288.99,yE31801112Rg560242
VH002998,Honda,Pilot,2012,suv,gasoline,6215.63,lW08910715Sw744855
VH002999,Nissan,Sentra,2024,sedan,gasoline,13858.56,nW71743374Qj615490
VH003000,Kia,Optima,2021,sedan,electric,13089.37,WD13131909kO055193
VH003001,Hyundai,Tucson,2016,suv,gasoline,6502.57,xN37687999GE308766
VH003002,Toyota,Camry,2013,sedan,gasoline,4865.62,vB88492356kH645365
VH003003,Chevrolet,Cruze,2017,sedan,gasoline,5530.58,WE41575957ro877927
VH003004,Honda,Civic,2014,sedan,gasoline,5066.08,Zi32850689XK775035
VH003005,Hyundai,Elantra,2008,sedan,gasoline,2640.0,CP02261240ru545983
VH003006,Hyundai,Sonata,2015,sedan,gasoline,6436.6,sS70885592IF774194
VH003007,Honda,Accord,2017,sedan,gasoline,7881.52,xR57723344Cj572432
VH003008,Ford,Escape,2009,suv,gasoline,3480.0,Dl65344724yX338474
VH003009,Honda,Pilot,2022,suv,gasoline,21749.01,Uk28610876pH729672
VH003010,Honda,Pilot,2013,suv,gasoline,6148.66,zV50530558tW377875
VH003011,Hyundai,Santa Fe,2010,suv,gasoline,3971.31,gQ68888643ot439923
VH003012,Honda,Odyssey,2008,minivan,gasoline,4440.0,tD46086499Bs095827
VH003013,Hyundai,Tucson,2008,suv,gasoline,3480.0,Ge67200823un367295
VH003014,Chevrolet,Malibu,2019,sedan,gasoline,9762.35,lJ32814029et986629
VH003015,Hyundai,Elantra,2011,sedan,gasoline,2640.0,RF05547327eJ511603
VH003016,Hyundai,Accent,2018,sedan,hybrid,7025.11,lr71909929SN155575
VH003017,Honda,CR-V,2017,suv,hybrid,9893.09,Ba91139429RO589297
VH003018,Hyundai,Accent,2022,sedan,gasoline,12209.29,eJ44506295nl254725
VH003019,Honda,CR-V,2018,suv,gasoline,11554.34,Ch34659399UO581939
VH003020,Ford,Mustang,2021,sedan,gasoline,15498.29,PN15608419Dp924931
VH003021,Hyundai,Sonata,2013,sedan,gasoline,4803.55,sf16930433kJ508562
VH003022,Nissan,Frontier,2017,truck,gasoline,8874.97,AM61519349zs032657
VH003023,Honda,Odyssey,2021,minivan,hybrid,18807.89,EX20634775uQ550462
VH003024,Honda,CR-V,2016,suv,gasoline,8287.75,UK28711965Nl216154
VH003025,Nissan,Frontier,2009,truck,gasoline,3840.0,xe32769925Dl171887
VH003026,Honda,CR-V,2018,suv,gasoline,11272.64,WJ69048358es947017
VH003027,Honda,Accord,2015,sedan,hybrid,6052.32,mu06188432tZ557072
VH003028,Hyundai,Santa Fe,2012,suv,hybrid,4296.43,qv64670946jq569096
VH003029,Chevrolet,Cruze,2010,sedan,gasoline,2400.0,xA91173725Wp140606
VH003030,Ford,Focus,2014,sedan,gasoline,4321.5,JM54198722cv335259
VH003031,Toyota,Camry,2021,sedan,hybrid,15775.46,KH18761414yu444785
VH003032,Toyota,Camry,2014,sedan,gasoline,5020.26,fm61563470JV760279
VH003033,Toyota,Corolla,2008,sedan,gasoline,2760.0,DE30749551LD669714
VH003034,Nissan,Rogue,2013,suv,gasoline,4552.75,SN24130975Xh418597
VH003035,Kia,Sorento,2020,suv,gasoline,12741.27,Fq29932699UX210112
VH003036,Nissan,Frontier,2013,truck,gasoline,5900.76,nh58895579yY473163
VH003037,Ford,Focus,2022,sedan,gasoline,12441.73,Aa16926239uN198627
VH003038,Honda,Accord,2015,sedan,gasoline,6183.42,eg17144510sR182167
VH003039,BMW,X3,2019,suv,electric,17435.44,IM69475295St332695
VH003040,Honda,Pilot,2010,suv,gasoline,4929.35,rA05271773EK821619
VH003041,Nissan,Frontier,2013,truck,gasoline,5870.05,sD14383062tc657881
VH003042,Hyundai,Sonata,2019,sedan,gasoline,9401.86,mU66068608Sd330052
VH003043,Honda,Odyssey,2019,minivan,gasoline,13342.69,tL67749494hX647893
VH003044,Honda,Civic,2009,sedan,gasoline,2880.0,IB23451810Kf787871
VH003045,Hyundai,Sonata,2019,sedan,gasoline,10137.98,RC59521041FH069285
VH003046,Hyundai,Santa Fe,2008,suv,hybrid,3960.0,rN14403638Lq105202
VH003047,Ford,Escape,2016,suv,gasoline,6965.16,ER08569712Uv371810
VH003048,Nissan,Altima,2017,sedan,gasoline,7128.46,Wi50952665ln090140
VH003049,Ford,Explorer,2014,suv,gasoline,6284.17,qh88838885Uw235712
VH003050,Kia,Sorento,2020,suv,hybrid,16314.38,Fj95286704do116746
VH003051,Chevrolet,Malibu,2016,sedan,gasoline,5510.0,Br04424409YM348087
VH003052,Ford,Explorer,2010,suv,gasoline,4680.0,Gr55881467Jt843693
VH003053,Nissan,Sentra,2023,sedan,gasoline,15483.62,Bi79958110RI752063
VH003054,Kia,Sorento,2010,suv,gasoline,3960.0,ZY08673346Hj778307
VH003055,BMW,X5,2009,suv,gasoline,7440.0,Jg65874419hM292976
VH003056,Nissan,Sentra,2014,sedan,gasoline,3362.77,iQ89114902LY742528
VH003057,Chevrolet,Cruze,2017,sedan,gasoline,5887.39,Ru78263003ct518517
VH003058,BMW,X5,2018,suv,gasoline,21886.08,xF98307874Qq118396
VH003059,BMW,X3,2024,suv,gasoline,37822.64,tw39893745Zh662346
VH003060,BMW,X5,2022,suv,hybrid,37417.06,lC73164319zz602267
VH003061,Honda,Civic,2013,sedan,gasoline,4041.65,Hs11460601xU023592
VH003062,Hyundai,Sonata,2008,sedan,gasoline,3240.0,cj32733987Oy611614
VH003063,Toyota,Camry,2018,sedan,gasoline,10308.25,LB63976716sz979790
VH003064,Chevrolet,Silverado,2011,truck,hybrid,5075.13,em24116792ZP035727
VH003065,Hyundai,Elantra,2013,sedan,gasoline,3625.75,EZ84259544jN802175
VH003066,BMW,5 Series,2016,sedan,gasoline,13185.99,SA80913255iP739933
VH003067,BMW,5 Series,2017,sedan,gasoline,17007.37,Ao38153832Sx078927
VH003068,Ford,Focus,2011,sedan,gasoline,2656.07,Km33018998BR266216
VH003069,Honda,Pilot,2018,suv,gasoline,13329.25,qN59069471Ij886132
VH003070,Chevrolet,Cruze,2018,sedan,gasoline,5993.94,EF56921744ig054417
VH003071,Kia,Forte,2019,sedan,gasoline,7002.23,PF69810513lE864410
VH003072,Hyundai,Sonata,2020,sedan,gasoline,13177.51,Zb50826281Lp512677
VH003073,Honda,Odyssey,2013,minivan,gasoline,5894.51,kc99584786cG124935
VH003074,Chevrolet,Tahoe,2009,suv,gasoline,6240.0,nv93673461tV224187
VH003075,Ford,Focus,2008,sedan,gasoline,2520.0,hm70616983Bz174299
VH003076,Kia,Soul,2015,suv,gasoline,3854.32,uv27677132Os251575
VH003077,Toyota,RAV4,2018,suv,gasoline,9025.39,ZU65757700aN485246
VH003078,Chevrolet,Equinox,2014,suv,hybrid,4667.68,sK65516650No704891
VH003079,BMW,5 Series,2010,sedan,gasoline,6720.0,Yj24488480tu000796
VH003080,Hyundai,Accent,2013,sedan,gasoline,3085.67,sI00946494EM534401
VH003081,Honda,Pilot,2008,suv,gasoline,4800.0,Jo87066552jX852727
VH003082,Ford,F-150,2020,truck,gasoline,17699.05,Lm57153150fi948173
VH003083,Hyundai,Sonata,2018,sedan,gasoline,9786.05,YX10903049Ou520861
VH003084,BMW,3 Series,2009,sedan,gasoline,5280.0,HN25784651jy105266
VH003085,BMW,3 Series,2019,sedan,gasoline,16922.85,em37370440Zv926620
VH003086,Hyundai,Elantra,2017,sedan,gasoline,5845.26,hJ90745854Vu545488
VH003087,Nissan,Frontier,2017,truck,gasoline,10070.23,Qf24226712Cp603692
VH003088,Kia,Forte,2017,sedan,gasoline,5863.59,WH19221538be308431
VH003089,BMW,X5,2017,suv,gasoline,16590.48,TB05281740fw251554
VH003090,Kia,Forte,2012,sedan,gasoline,3078.03,dL19024333Ay750707
VH003091,Chevrolet,Cruze,2013,sedan,electric,2963.47,Tp12237042Uq328827
VH003092,Hyundai,Accent,2023,sedan,gasoline,10844.02,Jy00584302iU241687
VH003093,Nissan,Frontier,2022,truck,gasoline,16567.47,vE49136526LM052843
VH003094,Hyundai,Tucson,2023,suv,gasoline,18191.92,XM77161852fn721261
VH003095,Ford,Explorer,2012,suv,gasoline,6378.15,gP22669842Rs355477
VH003096,Hyundai,Elantra,2012,sedan,gasoline,3502.78,gv98961174Ky746657
VH003097,Chevrolet,Silverado,2024,truck,gasoline,31771.98,EI77336295JP871230
VH003098,Honda,CR-V,2019,suv,gasoline,10310.98,gA90808066OP188365
VH003099,Kia,Forte,2014,sedan,gasoline,3867.12,KX08424289kR366376
VH003100,Hyundai,Elantra,2023,sedan,electric,15154.78,xP67378419Ur521703
VH003101,Honda,Civic,2009,sedan,gasoline,2880.0,Vq35173181Kz175047
VH003102,BMW,X3,2015,suv,gasoline,11610.24,Cd75274214Px626333
VH003103,Chevrolet,Tahoe,2010,suv,gasoline,6240.0,Mo41650856mZ928219
VH003104,Hyundai,Accent,2015,sedan,gasoline,3806.34,iQ54889147jw149361
VH003105,Hyundai,Elantra,2012,sedan,gasoline,2862.14,JN50181380tI947870
VH003106,BMW,5 Series,2016,sedan,gasoline,12305.99,eO55740550UQ924407
VH003107,Ford,Escape,2009,suv,gasoline,3480.0,hr54667377Mj459754
VH003108,Ford,Focus,2022,sedan,hybrid,12876.52,TJ12067069sR515695
VH003109,BMW,7 Series,2015,sedan,gasoline,20031.67,Ki59545151in567598
VH003110,BMW,3 Series,2018,sedan,diesel,15753.01,TZ88941064Gg100903
VH003111,Chevrolet,Malibu,2022,sedan,gasoline,13896.3,HX99095858Az370344
VH003112,Honda,Accord,2008,sedan,gasoline,3480.0,Wz31377934En866636
VH003113,BMW,3 Series,2016,sedan,hybrid,12049.83,gq94249851IW877876
VH003114,Chevrolet,Equinox,2024,suv,electric,18753.66,Fw17412092tg240580
VH003115,Nissan,Pathfinder,2011,suv,gasoline,5058.25,wE71248532Zt943751
VH003116,Hyundai,Sonata,2024,sedan,electric,18811.57,sG05418291Qj859579
VH003117,Honda,Civic,2017,sedan,hybrid,6319.93,of14386580KN903642
VH003118,BMW,X3,2020,suv,electric,22535.69,QE23046170Pp841858
VH003119,Kia,Forte,2015,sedan,gasoline,3873.16,jb62832480yc158863
VH003120,BMW,5 Series,2012,sedan,gasoline,9146.33,SW01995392Vg836499
VH003121,Nissan,Frontier,2010,truck,hybrid,3863.87,kh93160249lL877859
VH003122,Chevrolet,Malibu,2013,sedan,diesel,4441.72,QU38013674Xu907166
VH003123,Honda,Civic,2008,sedan,diesel,2880.0,zA05434895tJ740925
VH003124,Kia,Forte,2018,sedan,diesel,7911.96,Na25862544hH963050
VH003125,Toyota,Highlander,2009,suv,gasoline,4560.0,lc75390984kU321354
VH003126,Hyundai,Accent,2016,sedan,hybrid,4688.42,vj18686718ku152688
VH003127,Toyota,Camry,2014,sedan,gasoline,4614.85,zf87973899gz104712
VH003128,Honda,Odyssey,2009,minivan,hybrid,4440.0,Hq54301038PP524165
VH003129,Chevrolet,Tahoe,2024,suv,gasoline,39830.08,gc18709813Ps993877
VH003130,Hyundai,Elantra,2008,sedan,gasoline,2640.0,GZ72677489QK428859
VH003131,Toyota,Corolla,2017,sedan,gasoline,6599.74,EO75960611AF383589
VH003132,Ford,Explorer,2018,suv,gasoline,14259.98,xx49973330Ul444400
VH003133,Nissan,Altima,2020,sedan,gasoline,11368.7,uS06039887QP163762
VH003134,BMW,3 Series,2017,sedan,gasoline,11698.98,ch54065233eK813599
VH003135,Nissan,Pathfinder,2018,suv,gasoline,10592.11,WJ91528677xm299063
VH003136,BMW,7 Series,2008,sedan,gasoline,10560.0,Au41818471vO140052
VH003137,Chevrolet,Malibu,2011,sedan,gasoline,3120.0,vm39074463Jh534849
VH003138,Nissan,Frontier,2017,truck,gasoline,9967.03,Zu83523742Vf499909
VH003139,BMW,3 Series,2022,sedan,gasoline,21711.05,dv11772587Pn852444
VH003140,Ford,F-150,2008,truck,gasoline,5040.0,GQ92227960bN142014
VH003141,Nissan,Pathfinder,2022,suv,gasoline,20743.79,nf79819163ll031875
VH003142,Chevrolet,Equinox,2013,suv,gasoline,4911.27,Dr42953739zh364876
VH003143,Honda,Civic,2019,sedan,gasoline,9320.08,Pm63712814bG671283
VH003144,Honda,Civic,2024,sedan,hybrid,20126.84,gc10067410Lw493303
VH003145,Nissan,Pathfinder,2019,suv,gasoline,12776.59,bI37358020IZ374517
VH003146,Toyota,RAV4,2024,suv,gasoline,22513.55,Jj68112055Ak415728
VH003147,Honda,Accord,2009,sedan,gasoline,3480.0,Ck19842522Lj569351
VH003148,Hyundai,Santa Fe,2009,suv,gasoline,3960.0,Dy24296999cH136301
VH003149,Ford,F-150,2021,truck,gasoline,22277.73,mh87688224gx027853
VH003150,Ford,Escape,2015,suv,gasoline,6343.88,zx72400826vU858052
VH003151,Hyundai,Santa Fe,2023,suv,gasoline,20195.13,Gd34078178BL387451
VH003152,BMW,5 Series,2013,sedan,gasoline,9946.95,YU03570721Db771410
VH003153,BMW,X5,2017,suv,gasoline,15667.16,vo83064669Xe183967
VH003154,Honda,Odyssey,2017,minivan,hybrid,10147.48,xs18666402Nj920443
VH003155,BMW,7 Series,2010,sedan,hybrid,10560.0,yq23704497bv782822
VH003156,BMW,X5,2013,suv,gasoline,10368.47,EU56397251AT440975
VH003157,BMW,X3,2017,suv,hybrid,15406.11,kn72654014gB478143
VH003158,Chevrolet,Cruze,2020,sedan,gasoline,9782.87,Pi19987732fH867945
VH003159,Honda,Accord,2021,sedan,gasoline,15017.69,lt15613504MR318383
VH003160,Honda,Odyssey,2015,minivan,diesel,9095.13,Ps01053141rj527519
VH003161,Chevrolet,Cruze,2012,sedan,gasoline,2806.06,fT03786056JG525188
VH003162,Ford,F-150,2013,truck,gasoline,7059.72,pJ44463080Jw613154
VH003163,BMW,5 Series,2012,sedan,gasoline,8924.69,Jl36964009oo179932
VH003164,Hyundai,Elantra,2021,sedan,gasoline,10424.28,om71670961Kr108524
VH003165,Hyundai,Tucson,2018,suv,gasoline,8419.84,lf67678279rL872340
VH003166,Kia,Soul,2015,suv,hybrid,4352.48,Ok44437678xH739074
VH003167,Honda,Pilot,2017,suv,hybrid,10906.25,Hv11568428RV079286
VH003168,Chevrolet,Equinox,2016,suv,gasoline,6753.13,FR45383407KA513821
VH003169,Toyota,Highlander,2022,suv,electric,24020.35,dK63972860QL425467
VH003170,Kia,Sportage,2012,suv,gasoline,4331.55,ZZ20299017QM648519
VH003171,Toyota,Corolla,2017,sedan,gasoline,5966.89,IV76354847tB284600
VH003172,Honda,CR-V,2009,suv,hybrid,3720.0,bY54070850Mh720991
VH003173,Hyundai,Accent,2013,sedan,gasoline,3255.77,pk07403835gK141298
VH003174,Chevrolet,Cruze,2022,sedan,gasoline,10130.8,hK84921341GX252194
VH003175,Hyundai,Sonata,2016,sedan,gasoline,5918.78,cW92191735FF252748
VH003176,Ford,F-150,2014,truck,gasoline,8691.66,Jq33964762QB529835
VH003177,Nissan,Rogue,2009,suv,gasoline,3480.0,IQ93605254Sw683349
VH003178,Chevrolet,Cruze,2024,sedan,gasoline,17216.19,xl87301480si022764
VH003179,Honda,Odyssey,2021,minivan,gasoline,18162.58,QK36129226JY769577
VH003180,Toyota,Highlander,2019,suv,gasoline,15787.96,vM19553775uG398245
VH003181,Hyundai,Santa Fe,2008,suv,hybrid,3960.0,CV11790225XY033764
VH003182,Toyota,Corolla,2013,sedan,diesel,4025.97,jO33342824rV006127
VH003183,BMW,3 Series,2023,sedan,gasoline,32869.32,lr91454248uF912751
VH003184,Chevrolet,Tahoe,2019,suv,gasoline,18092.55,zr93819063cG313568
VH003185,Nissan,Sentra,2009,sedan,gasoline,2520.0,aI74791865Kk076476
VH003186,Hyundai,Tucson,2016,suv,gasoline,7507.47,RL61444284Fo780737
VH003187,Hyundai,Tucson,2016,suv,gasoline,7602.72,Iv78769959lp730688
VH003188,Hyundai,Tucson,2008,suv,gasoline,3480.0,wC06123694Cl369059
VH003189,Toyota,Highlander,2021,suv,gasoline,17426.26,He91567424sr970579
VH003190,Kia,Sorento,2018,suv,gasoline,12100.5,hS20797135SU951586
VH003191,Ford,Escape,2020,suv,diesel,11783.09,nz03726955UG784576
VH003192,Honda,Civic,2023,sedan,gasoline,14896.73,yV10172856Kn064960
VH003193,BMW,5 Series,2022,sedan,gasoline,34486.2,hT72245179qK113310
VH003194,Toyota,RAV4,2011,suv,gasoline,3907.3,ec51310563th780157
VH003195,Nissan,Pathfinder,2014,suv,gasoline,7251.67,IX28438702IE664997
VH003196,Honda,Civic,2011,sedan,gasoline,3347.98,Vz14749433wW658347
VH003197,Nissan,Pathfinder,2014,suv,gasoline,6225.5,tq97483420Xk833739
VH003198,BMW,X3,2018,suv,gasoline,17684.17,tg13183434Wn187165
VH003199,Toyota,RAV4,2018,suv,gasoline,8838.77,MJ47307517PR920502
VH003200,Toyota,RAV4,2014,suv,gasoline,5373.63,vC99119169XQ120864
VH003201,Kia,Sorento,2008,suv,gasoline,3960.0,Be53028459aB584279
VH003202,Kia,Sportage,2019,suv,electric,11768.42,oB49670435wE693653
VH003203,Ford,Focus,2021,sedan,gasoline,10080.75,eS88415619hI800855
VH003204,Nissan,Rogue,2016,suv,hybrid,6398.38,hb49382720fi049082
VH003205,BMW,3 Series,2017,sedan,gasoline,12587.98,Lj24562738xM874152
VH003206,Kia,Sorento,2011,suv,gasoline,4403.46,mx10300312lz343840
VH003207,Toyota,Camry,2011,sedan,gasoline,3365.4,LB40991764nC667509
VH003208,BMW,3 Series,2020,sedan,gasoline,20796.38,Le58872977Gi293192
VH003209,Ford,Explorer,2010,suv,gasoline,4680.0,sw51734437Lu780717
VH003210,Toyota,RAV4,2023,suv,gasoline,20595.39,Jg67575163ed898385
VH003211,Chevrolet,Silverado,2023,truck,gasoline,25083.79,IL11831319hv211803
VH003212,Ford,Explorer,2012,suv,hybrid,5207.16,QT72221043HS469591
VH003213,Kia,Soul,2011,suv,gasoline,2707.69,HE23415764tI893140
VH003214,BMW,X3,2014,suv,gasoline,8594.64,sO58598531jS702346
VH003215,Toyota,Corolla,2024,sedan,gasoline,15863.85,WA29617703hG091047
VH003216,Toyota,RAV4,2011,suv,gasoline,4236.96,qq77111867Lf284050
VH003217,Chevrolet,Cruze,2016,sedan,diesel,4458.93,Mo99762520tW006948
VH003218,BMW,X5,2014,suv,gasoline,10903.52,Ei77961692lx087965
VH003219,Ford,Explorer,2019,suv,gasoline,15562.3,gh45967072Br899665
VH003220,Ford,Explorer,2019,suv,gasoline,13523.73,FO72305174Fh282219
VH003221,Nissan,Frontier,2011,truck,gasoline,4079.76,vF88878179iF668820
VH003222,Chevrolet,Silverado,2013,truck,gasoline,6571.76,Hc14000713WY340021
VH003223,Kia,Sportage,2012,suv,gasoline,3764.6,OM24350005jX881568
VH003224,Chevrolet,Silverado,2018,truck,hybrid,12546.6,vA31761840cc522160
VH003225,Hyundai,Santa Fe,2018,suv,hybrid,10638.26,hC46331744hC599440
VH003226,Honda,Odyssey,2017,minivan,gasoline,9502.52,Xm06654229VN317827
VH003227,Ford,Focus,2010,sedan,gasoline,2555.86,XG58693485Ao962443
VH003228,Honda,Pilot,2024,suv,gasoline,28198.59,Xt32425170Ii066399
VH003229,Chevrolet,Equinox,2009,suv,gasoline,3480.0,Bm24318245tx563208
VH003230,BMW,X3,2022,suv,gasoline,26483.42,Nf70484099Ib814849
VH003231,Ford,Explorer,2020,suv,hybrid,17872.23,ah02713720CP812858
VH003232,BMW,X3,2014,suv,gasoline,8161.37,lc24481052RI393379
VH003233,Hyundai,Sonata,2023,sedan,gasoline,18208.49,ml51620948mN911822
VH003234,Hyundai,Elantra,2013,sedan,hybrid,3907.19,oS83993707Ld429666
VH003235,Ford,Escape,2010,suv,gasoline,3480.0,EN78518155LG798344
VH003236,Hyundai,Tucson,2016,suv,gasoline,6938.82,jR93399678Im974126
VH003237,Honda,Civic,2020,sedan,gasoline,11769.59,eo85794349tQ013498
VH003238,Toyota,Corolla,2023,sedan,gasoline,14802.42,qA10536824bE350947
VH003239,Toyota,Highlander,2023,suv,gasoline,25122.27,YB30338944co554467
VH003240,Kia,Soul,2016,suv,gasoline,4572.83,qq16922286MU262764
VH003241,Toyota,RAV4,2010,suv,hybrid,3600.0,LR06957635oy654063
VH003242,Ford,F-150,2009,truck,diesel,5040.0,KL10858977xb416576
VH003243,Nissan,Rogue,2023,suv,gasoline,18844.73,dR74427229da797731
VH003244,Kia,Sorento,2017,suv,gasoline,9195.3,Zk41526053LP011582
VH003245,Chevrolet,Equinox,2011,suv,hybrid,3941.91,hl61342682td352605
VH003246,Nissan,Sentra,2011,sedan,gasoline,2520.0,AW05656766Cy109386
VH003247,Kia,Optima,2015,sedan,gasoline,5811.07,Zw93736484EO639179
VH003248,Kia,Optima,2020,sedan,electric,9340.36,Dn86994990nJ442723
VH003249,Hyundai,Accent,2014,sedan,gasoline,3310.35,Cy54228573WU969050
VH003250,Nissan,Rogue,2012,suv,gasoline,3826.34,kq93480472VK232999
VH003251,Kia,Optima,2017,sedan,gasoline,7889.13,OG73244642Lx186980
VH003252,Hyundai,Tucson,2013,suv,gasoline,4179.42,Vh94861225cL443858
VH003253,Hyundai,Accent,2011,sedan,diesel,2295.46,Zn42092414Fo242459
VH003254,Kia,Soul,2014,suv,gasoline,3567.46,nI30056837se155065
VH003255,Hyundai,Elantra,2020,sedan,gasoline,10516.98,xB38633600FJ213249
VH003256,Nissan,Frontier,2017,truck,gasoline,9681.0,TM67881220fI227136
VH003257,Nissan,Altima,2023,sedan,gasoline,19371.48,BL10343672YP767677
VH003258,Chevrolet,Malibu,2011,sedan,gasoline,3120.0,fR22800859ev514722
VH003259,Hyundai,Accent,2016,sedan,gasoline,4708.06,oL23246239Ff597831
VH003260,Hyundai,Accent,2011,sedan,gasoline,2280.0,hZ54852804Bv402868
VH003261,Chevrolet,Equinox,2019,suv,hybrid,10725.12,yh53340586bw540188
VH003262,Ford,Mustang,2019,sedan,gasoline,11918.59,VC49518172ng865232
VH003263,Hyundai,Elantra,2008,sedan,electric,2640.0,Ui99841383NA365770
VH003264,BMW,X3,2015,suv,gasoline,9870.69,OD84411442qo565386
VH003265,BMW,7 Series,2023,sedan,gasoline,55105.96,Fs78467209Lw506495
VH003266,BMW,5 Series,2020,sedan,gasoline,27185.55,Be92077035zz720675
VH003267,Nissan,Sentra,2019,sedan,gasoline,6748.66,KI16563513Ks408396
VH003268,Nissan,Pathfinder,2023,suv,gasoline,27062.37,eb57981671zl146172
VH003269,BMW,X3,2010,suv,gasoline,5640.0,FG08830971Pa870377
VH003270,Nissan,Frontier,2015,truck,gasoline,6933.78,UA05535740cU659277
VH003271,Chevrolet,Silverado,2008,truck,gasoline,4920.0,yf61242432hl479178
VH003272,Nissan,Altima,2008,sedan,gasoline,3120.0,OT96626466yy507690
VH003273,Toyota,Highlander,2020,suv,gasoline,18345.46,gT43355508mC308098
VH003274,Ford,Focus,2013,sedan,gasoline,3587.75,bj28595219ZN784818
VH003275,Kia,Forte,2011,sedan,electric,2520.0,sw31978676xJ248538
VH003276,BMW,X3,2017,suv,hybrid,11933.23,jW95192165TK636084
VH003277,Chevrolet,Tahoe,2020,suv,gasoline,20193.18,up07655610xa113919
VH003278,Chevrolet,Cruze,2016,sedan,gasoline,5566.08,ji91442266zk359425
VH003279,Nissan,Pathfinder,2015,suv,gasoline,7037.1,bt09876473EM509703
VH003280,Honda,Accord,2016,sedan,gasoline,7856.22,nU79644184HI703678
VH003281,Nissan,Altima,2012,sedan,gasoline,3647.92,xj68098730PP561112
VH003282,Hyundai,Tucson,2011,suv,hybrid,3646.19,hU57897356KY387368
VH003283,Hyundai,Sonata,2020,sedan,gasoline,11329.57,UL72458236EW425198
VH003284,Toyota,Camry,2012,sedan,gasoline,3656.01,Sx19174543Dx294099
